"Happy #NationalMascotDay these two good boys!

Drop your best photos with Jonathan below ⤵️",2021-06-17 13:40:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The National Science Foundation (NSF) has awarded the UConn School of Medicine a $40M research grant::: the largest in the University’s history.

The grant will be used for further advancing molecular research nationally for chemistry::: materials science::: and bioscience.

TODAY.UCONN.EDU
Largest Research Grant in UConn History Awarded by the National Science Foundation - UConn Today",2021-06-16 19:34:01,Just a wonderful grant from the NSF::: who recognizes your amazing talent::: UConn School of Medicine. Congrats !,"Congratulations
!","https://
www.wtnh.com/
sports/
uconn-huskies/
parents-students
-threaten-to-su
e-uconn-over-co
vid-vaccination
-mandate/
?utm_medium=refe
rral&utm_source
=facebook.com&u
tm_campaign=soc
ialflow","https://
youtu.be/
zp_zNSEW1wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The $3M gift from two UConn Alumni represents the largest diversity::: equity::: and inclusion investment in UConn School of Engineering history and is one of the largest single DEI investments in UConn.

The creation of the Vergnano Institute for Inclusion will drive increased diversity::: equity::: and inclusion within the engineering field.

TODAY.UCONN.EDU
UConn School of Engineering Unveils the Vergnano Institute for Inclusion::: Supported by UConn Alumni Mark and Betsy Vergnano’s $3M Donation - UConn Today",2021-06-16 11:54:00,"https://
www.wtnh.com/
sports/
uconn-huskies/
parents-students
-threaten-to-su
e-uconn-over-co
vid-vaccination
-mandate/
?utm_medium=refe
rral&utm_source
=facebook.com&u
tm_campaign=soc
ialflow","https://
youtu.be/
zp_zNSEW1wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UConn alum Yuri Hosokawa is advising local and international organizers to improve treatment for exertional heat stroke in the summer Olympic games.

TODAY.UCONN.EDU
CAHNR Alum Yuri Hosokawa Turns Down the Heat at Tokyo 2020 - UConn Today",2021-06-15 12:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"All Huskies are welcome here. 🖤 ❤️ 🧡 💛 💚 💙 💜

#PrideMonth",2021-06-14 16:28:00,If you go by this past year::: I doubt the Jewish students felt very welcome...,Welcome to the University of Connecticut…. A community so fragile that a simple post to promote unity and inclusion becomes a target for self aggrandizing trolls…,**make sure you got a parking pass tho::: those packets are aplenty and strictly orange,Not sure I believe this post-How about unvaccinated?,Especially if you got nearly 35G a year to drop. Not saying it's out of line with today's market::: but damn.,Except if you are BIPOC::: poor::: LGBTQIA+,Not when the mailing system forces trans students to use their dead name on any postage....,Wow. This post is to support pride month. Can’t anything not be about Covid?,S/O to Uconn #HuskyNation much love ❤❤❤,"Congratulations
for joining the virtue signaling bandwagon.",God help this world 🌎🙏,This is how we::: true Huskies roll. Puertas abiertas para todos.....,🐾,Mallory,Hi UConn how are you,"Except the unvaccinated...
.",Fantastic!!!,Beautiful,Love it!,Hector Rodriguez,"https://
www.wtnh.com/
sports/
uconn-huskies/
parents-students
-threaten-to-su
e-uconn-over-co
vid-vaccination
-mandate/
?utm_medium=refe
rral&utm_source
=facebook.com&u
tm_campaign=soc
ialflow","Any cause that tries as desperately as this one does to convince themselves and others how ""proud"" they are must clearly know that their instinctive shame is closer to the truth. 🔎🤥 🇺🇲",Forced to take an experimental vaccine... transfer,"Not all. Those who prefer the freedom to choose not to vaccinate are not welcome.

https://
www.foxnews.com/
us/
indiana-universi
ty-students-sue
-school-vaccine
-requirement-co
nstitutional-ri
ghts-violated","https://
youtu.be/
zp_zNSEW1wc",Only if you’re vaccinated though,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Not even four years old::: the Werth Institute has been recognized for its unique::: accessible::: and broad-based approach to entrepreneurial education.

TODAY.UCONN.EDU
UConn’s Werth Institute Recognized for Excellence in Entrepreneurship Education - UConn Today",2021-06-14 10:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contrary to public perceptions::: weight stigma does not motivate people to lose weight; it worsens health and reduces quality of life::: according to new international research from the UConn Rudd Center.

TODAY.UCONN.EDU
Weight Stigma is a Burden Around the World - and Has Negative Consequences Everywhere - UConn Today",2021-06-12 14:15:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Two UConn professors have been appointed to the newly-formed Connecticut Hate Crimes Advisory Council by Governor Ned Lamont::: while both the co-chairs of the council are UConn Law graduates.

» today.uconn.edu/2021/06/uconn-faculty-appointed-to-new-state-hate-crimes-advisory-council/",2021-06-10 16:27:33,"https://
www.wtnh.com/
sports/
uconn-huskies/
parents-students
-threaten-to-su
e-uconn-over-co
vid-vaccination
-mandate/
?utm_medium=refe
rral&utm_source
=facebook.com&u
tm_campaign=soc
ialflow","https://
youtu.be/
zp_zNSEW1wc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Students: Getting vaccinated and reporting your status to UConn Student Health and Wellness is easy!

Don't forget to upload a photo of your vaccine card by July 31.

covid.uconn.edu/campus-info/vaccinations",2021-06-09 19:05:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"David Souder::: a professor and administrator in the School of Business::: has been named interim director of UConn Stamford.

TODAY.UCONN.EDU
UConn Names Interim Director of Stamford Campus - UConn Today",2021-06-08 13:45:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On the latest UConn 360 Podcast 🎙️

- Puppetry prof. Bart Roccoberton honored for his work with artists in the US and China

- Sage Phillips '22 talks about her activism on behalf of Native American students

- The early days of Storrs Agricultural School

UCONN.EDU
Episode 86: Our Puppets::: Our Selves | University of Connecticut",2021-06-07 19:06:09,Aloha!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Connecticut Trail Finder is a new resource::: administered by UConn Extension::: that will help users find and explore the more than 2:::000 miles of trails in the state.

#CTTrailsDay

TODAY.UCONN.EDU
Hitting the Trail in Connecticut Just Got Easier - UConn Today",2021-06-05 13:09:00,"Save some time https://
www.cttrailfinde
r.com/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Update: All students who will be in-person on UConn’s campuses during the fall 2021 semester will be required to be fully vaccinated against COVID-19.

More info » s.uconn.edu/covid-vaccination-update",2021-06-04 19:17:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Let's Go Huskies! ⚾

TODAY.UCONN.EDU
Huskies Baseball Opens NCAA Tournament Against Michigan - UConn Today",2021-06-04 16:58:59,Good luck Jim and your Huskies!,Nice win tonight.,"UConn vs Central Mich. - NCAA Baseball
G A M E D A Y All access :📱💻
LIVE ON : http://
global88.sports4
k.net/ncaa.php",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"No matter where in the world you are::: join us for UConn Together: A Global Alumni Celebration this weekend!

EVENTS.FOUNDATION.UCONN.EDU
UConn Together

UConn Alumni
June 2 at 5:42 PM ·

Trust us::: you don't want to miss #UConnTogether::: our first-ever global alumni celebration::: this weekend! With interactive workshops::: family-friendly events::: happy hours::: and more::: there’s something for everyone during this celebration of #UConnNation.

UConn Together will be completely virtual::: so you can tune in from anywhere. You only need to register once for unlimited access to all live events and on-demand content!

View the schedule: https://bit.ly/3yQLekK",2021-06-03 11:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"So far::: 60.7% of Storrs residential students are partially or fully vaccinated! ☑️

If you've already been vaccinated::: make sure you report your status at myhealth.uconn.edu by July 1.

More info 👉 covid.uconn.edu/campus-info/vaccinations

#DontMissOurShot",2021-06-02 14:38:00,I just read students have to be vaccinated 6/04,If they ever try to make it mandatory::: then they become liable for any adverse effects. Or crimes against humanity.,Surprised UCONN would post this; 60.7% is poor to mediocre at best. To be fair it's early in summer.,ugh... are vaccines scarce in Connecticut? I'm surprised that you're allowing people who aren't vaccinated to be residential students.,Is it mandatory?,"https://
www.bitchute.com
/video/
F8StorUnA9q8/",Hadrien Grube,CONGRATS!,Who cares,Keep going!,"As of May 21st::: 4406 people in the U.S. who took the mRNA chemical synthetic pathogen jab::: which is mislabeled as a 'vaccine'::: have died. Death totals from VAERS reporting to the CDC. Here::: Anthony Fauci blatantly lies to Congress about Gain of Function research ... https://
fb.watch/
5xIBCzz3-3/ ... 10 mins::: 31 secs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Pride Month! We’re proud to celebrate all of our LGBTQIA+ Huskies. 🏳️‍🌈,2021-06-01 14:18:00,Proud WGSS graduate of UConn! Back when we were a Women’s Studies Program in 2007. Nothing has influenced my activism and awareness like UConn!,Jonathan the Husky,🌈 ❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today we remember and honor the ultimate sacrifice.,2021-05-31 10:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congratulations to UConn Baseball on winning both the BIG EAST regular season and tournament titles for the first time in program history!

📷 BIG EAST",2021-05-31 02:32:29,We spent the whole day watching UCONN baseball. What a great day! 🥳🥳,"Congratulations
team. Hard work pays off.","Great game! Congratulations
🎈","This is ground breaking ! Congratulations
huskies!!!",Congrats to all involved,"Congratulations
well earned!!","Congratulations
UConn!!!",Congratulations,GO HUSKIES.,"CONGRATULATIONS
👏👏⚾️⚾️⚾️",Go Huskies! Proud of you! ⚾️👏🏻🏆,Go UConn!,"Congratulations
!! We followed them all day.","Congratulations
!!!!","Congratulations
🎉","Congratulations
!","Congratulations
!","Congratulations
!",So glad I tuned in these last few days! Time for us to go to Omaha,Wonderful! Go Huskies!,They’re NCAA tournament bound! Wonder if they’ll host a regional at their new stadium.,"Congratulations
!!","Congratulations
!!!!",Congrats Huskies!!!! 💙⚾️👍🏼,"Congratulations
🎊","Congratulations
Huskies::: way to GO !!",Storrs is the home of CHAMPIONS 🏆,"Congratulations
!!!","Congratulations
🥳💙",Congrats!,"Congratulations
!!!!","Congratulations
!!⚾️🐾",GO HUSKIES!!!!!👏♥️,Congratulations,"Awesome! Congratulations
!!!!",Go Huskies!!!!!,"Congratulations
you did it.",Woo hoo!,Yes!!!,Liz Spadaro,Nick Mastropaolo,"Go Huskies! Congratulations
!",Pull the sled boys!! 🐺 🛷,Good for them!⚾️,Way to go Husky’s,Awesome,So awesome!,Awesome,Bout time!,Christopher Brennan,Husky Proud.,Awesome!,This is super fantastic 👏🙌👌😀😍,Go Huskies!,this is awesome,On a run !!,Jackie Kido,"Congratulations
🎉",This is awesome!,"Congratulations
UConn Baseball!","Congratulations
UConn!!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At age 97::: Esther Pahl::: one of UConn School of Social Work's first eight MSW graduates::: is still very much making a difference.

TODAY.UCONN.EDU
UConn Magazine: Esther Pahl is Still Making a Difference - UConn Today",2021-05-29 14:19:01,Aloha!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"While walking through the UConn Forest::: Professor Tom Worthley came across two fallen white pines that led to a dynamic opportunity for Connecticut students.

TODAY.UCONN.EDU
Homegrown Conservation Projects Underway::: Courtesy of the UConn Forest - UConn Today",2021-05-28 12:44:00,Great story. I love the forest and what you are doing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
